Gmatria	Word
650	תקיפין | פרעש | ששים
651	ארמית | איתמר
652	ורמות
656	ירמות | ושמשי | וששים | מריות
662	וירמות
665	סתרה
666	תורין
670	נכרת
680	שלשים
681	תרועה | תרעיא
682	וערות | ורעות
683	לאחשדרפני | בתרועה
686	ושלשים | מרמות | ויעתר | נכריות
687	שושנכיא
689	והתערבו | ומתרגם
691	הנכריות
696	כרעות
700	פכרת | שת
702	הארצות
705	שתה
707	תשאו
708	ותקרב
710	קרית | ובבשת
711	קריתא
712	יתבקר | בשתי
717	וקריתא
718	ושבתי
719	ובישתא
720	ובאישתא
722	חשחות
723	התיחש
724	ותשיבו
728	חשכת
733	תהשכח
739	והשתכח | ותהשכח
740	שמת
741	אשמת
745	שמהת | הספרת
748	חמשת | בשמות
750	שנת | יתשם | לשכת
751	ומשתה
752	בשנת
758	נחשת | ובשנת
760	שתין
761	הלשכות
765	השנית
769	והתיחשם
770	תשע
772	שבעת | שאלתיאל
775	תשעה
778	ואפרסתכיא | ושבעת
780	מתשם | קרעתי
781	אשמתם | ותשעה
786	שמותם | שלומית
790	שמהתהם | משררים
794	שלחתון
795	המשררים | התשיעי
796	מתנשאה | בחצצרות
797	השביעית
800	שנתן
801	והמשררים
803	ואשמתנו
805	ובאשמתנו
806	ולעשת | לעשות
807	נשתונא
808	בקשתו
809	באשמתינו
811	הנשתון
813	המתיחשים
814	ותחת
817	תתיהב
820	תשעים
821	אחשורוש
830	לתת
831	תלתא
835	תלתה
836	תשקלו | לשרשו | ולתת
840	בתחלת | לשרשי
845	מתתה
846	ישתכללון
847	וכהתודתו
853	תתבנא
855	מתתיה
856	תתנו
860	תתני
861	ונתתה
867	התנדבות
876	וכתנת
883	התעבות
892	ששבצר | ולתתנו
899	ולהתחתן
900	שתר | תנתן
906	ושתר
910	תדרשו
911	שארית
917	ואשתדור
922	לששבצר
926	ענתות
930	התחזקתי
935	לרשתה | בתועבתיהם
953	כתועבתיהם
957	והורשתם
961	להתענות
980	מתעניתי
990	משרתים
1000	ששת
1006	תורת
1008	בתורת
1030	שלשת
1044	מתרדת
1046	תרומת
1060	לשלשת | תרתין
1076	תרועת
1152	ומשררות
1306	התרשתא
1370	ארתחשסתא
1400	לארתחשסתא
1609	ארתחששת
1610	ארתחששתא
1616	וארתחששתא
1640	לארתחששתא
